Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Explicit Track
Too Easy,Too Easy,Gunna,9/24/2021,QMCE32100757,"3,452",23,133039977,0,0,54.0,0,0,0,0,0,0,1
Walking On A Dream,Walking On A Dream,Empire Of The Sun,1/1/2008,AUEI10800039,"3,476",23,923637058,0,0,74.0,0,0,0,0,0,0,0
Take Two,Take Two,Bts,6/9/2023,USA2P2323050,"3,461",23,259288333,0,0,69.0,0,0,0,0,0,0,0
Water (Remix),Water (Remix) - Single,Tyla,11/17/2023,USSM12308549,"3,473",23,51588608,0,0,,0,0,0,0,0,0,0
You Know You Like It,You Know You Like It,Dj Snake,10/14/2014,USUM71414293,"3,465",23,506083686,0,0,65.0,0,0,0,0,0,0,0
Bom Diggy,Bom Diggy - Single,Zack Knight,8/24/2017,QM6P41715585,"3,464",23,55362558,0,0,46.0,0,0,0,0,0,0,0
Mati-Matian,Mati-Matian - Single,Mahalini,3/29/2024,QZZNV2400046,"3,472",23,52510463,992,0,76.0,0,0,0,0,0,0,0
Live Another Day,Phonkageddon,Kordhell,8/27/2021,QZMEM2171029,"3,470",23,283108875,0,0,66.0,0,0,0,0,0,0,1
Ana Ghaltan,Cigara,Bahaa Sultan,12/27/2021,EGA092200106,"3,468",23,8316794,0,0,47.0,0,0,173,0,0,0,0
Sexo Virtual,VICE VERSA,Rauw Alejandro,6/25/2021,USSD12100294,"3,460",23,293361823,0,0,66.0,0,0,0,0,0,0,1
"Nï¿½ï¿½o, Nï¿½",Piseiro Sofrï¿½ï¿½,Mari Fernandez,4/29/2021,BCFWR2100002,"3,469",23,158404124,0,0,51.0,0,0,0,0,0,0,0
ýý ýýýýýýýý ýýýýýýýýýý,ýý ýýýýýýýý ýýýýýýýýýý,Moreart,12/4/2020,FR26V2072992,"3,475",23,60358583,0,0,50.0,0,0,0,0,0,0,1
Chasin' You,If I Know Me,Morgan Wallen,4/27/2018,QZ22S1800006,"3,466",23,609984789,0,0,74.0,0,0,0,0,0,0,0
Ali Cabbar,Parti ï¿½ï¿½,Emir Can Ï¿½Ï¿½Ï,6/2/2023,TRAUR2300024,"3,467",23,63442980,0,0,58.0,0,0,0,0,0,0,0
Clouds,Clouds - Single,Bunt.,1/12/2023,QZTBB2202743,"3,459",23,149986283,0,0,63.0,0,0,369,0,0,0,0
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,8/25/2023,QMRSZ2301462,"3,456",23,21485335,0,0,1.0,0,0,0,0,0,0,0
Spin You Around (1/24),Spin You Around (1/24),Morgan Wallen,1/26/2024,USUG12400786,"3,453",23,77564567,0,0,,0,0,0,0,0,0,0
Solo Me Dejaste,Solo Me Dejaste,Grupo Marca Registrada,7/8/2022,USDXS2202170,"3,454",23,175374235,0,0,66.0,0,0,0,0,0,0,0
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,1/9/2015,USSM11408374,"3,457",23,1060255231,0,0,71.0,0,0,0,0,0,0,0
"Don't Give Up On Me - (From ""Five Feet Apart"")","Don't Give Up On Me (From ""Five Feet Apart"")",Andy Grammer,2/13/2019,QMRSZ1802908,"3,463",23,509011250,0,0,67.0,0,0,0,0,0,0,0
Jingle Bell Rock,"Essential Classics, Vol. 141: Bobby Helms",Bobby Helms,11/3/2023,ES31E2304202,"3,478",23,964357785,2,0,,0,0,0,0,0,0,0
Talk Dirty (feat. 2 Chainz),VTM Kzoom Hits Best Of 2013,Jason Derulo,1/1/2013,USWB11302648,"3,489",23,718634962,0,0,65.0,0,0,0,0,0,0,1
Nail Tech,Nail Tech,Jack Harlow,2/18/2022,USAT22200223,"3,497",23,224376030,0,0,56.0,0,0,0,0,0,0,1
Lahore,Kultural Inkursions,Guru Randhawa,7/27/2018,TCADS1892866,"3,496",23,77999,96,0,,0,0,0,433,0,0,0
The Summoning,The Summoning - Single,Sleep Token,1/6/2023,GBUM72200352,"3,484",23,135976140,0,0,69.0,0,0,0,0,0,0,0
Feel It Still,Woodstock,Portugal. The Man,6/15/2017,USAT21700438,"3,492",23,1303018999,239,0,26.0,0,0,0,0,0,0,0
TROLLZ (with Nicki Minaj),TROLLZ (with Nicki Minaj),6Ix9Ine,6/12/2020,QZA742002508,"3,481",23,169376113,0,0,2.0,0,0,0,0,0,0,1
Cover Me Up,Cover Me Up,Morgan Wallen,4/5/2019,QZ22S1800057,"3,499",23,457252350,0,0,70.0,0,0,0,0,0,0,0
Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214895,"3,495",23,360149048,0,0,69.0,0,0,0,0,0,0,0
Mi Morenita,Mi Morenita - Single,Grupo Marca Registrada,5/24/2024,USA2P2432334,"3,494",23,8104357,456,0,68.0,0,0,0,0,0,0,0
Get A Guitar,Get A Guitar,Riize,9/4/2023,KRA302300278,"3,485",23,67887030,0,0,,0,0,0,0,0,0,0
Heat,Heat (feat. Gunna),Gunna,6/20/2019,USRC11901581,"3,486",23,174090982,0,0,55.0,0,0,0,0,0,0,1
Birds In The Sky,Birds In The Sky - Single,New Era,12/8/2023,GBAHT2301496,"3,480",23,21664308,0,0,,0,0,0,0,0,0,0
I Was Never There,"My Dear Melancholy,",The Weeknd,3/29/2018,USUG11800570,"3,488",23,995463505,0,0,78.0,0,0,0,0,0,0,0
How You Feel (Ft. Leven Kali),How You Feel (Ft. Leven Kali),Anotr,4/19/2024,USZXT2454115,"3,490",23,9591249,0,0,,0,0,0,0,0,0,0
Hang Tight Honey,Hang Tight Honey,Lainey Wilson,5/13/2024,QMRSZ2400819,"3,482",23,2378738,544,0,,0,0,0,0,0,0,0
Bar,Bar,Tini,11/11/2021,USHR12142718,"3,487",23,231155441,0,0,54.0,0,0,155,0,0,0,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Youngohm,1/25/2023,FR10S2319442,"3,498",23,17745591,0,0,47.0,0,0,0,0,0,0,1
Case,Ghost,Diljit Dosanjh,9/29/2023,TCAHK2379738,"3,479",23,48353674,0,0,,0,0,0,0,0,0,0
Apa Fer Milaange,Apa Fer Milaange,Savi Kahlon,12/15/2023,INC622212231,"3,491",23,29171226,0,0,,0,0,0,0,0,0,0
Socadona (feat. Mr. Vegas),Socadona (feat. Mr. Vegas),Ludmilla,11/18/2021,BRWMB2100422,"3,493",23,74338196,0,0,45.0,0,0,0,0,0,0,0
As It Was,As It Was - Single,Hundreds,3/24/2023,DETO32300012,"3,483",23,479006,111,0,30.0,0,0,0,0,0,0,0
Humpty Dumpty,60 Nursery Rhyme Songs,Nursery Rhymes,2/18/2014,TCABX1403338,"3,524",23,0,342,0,1.0,0,0,0,0,0,0,0
Sial,fï¿½ï¿½,Mahalini,1/23/2023,FR10S2380774,"3,525",23,324327622,0,0,75.0,0,0,0,0,0,0,0
Pelele,Pelele,Morad,12/24/2021,QMFMF2131945,"3,508",23,153262121,0,0,64.0,0,0,0,0,0,0,0
"Ishq Jaisa Kuch (From ""Fighter"")","Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,12/22/2023,INS182303704,"3,519",23,26192177,0,0,,0,0,0,0,0,0,0
CAROLINA,MAï¿½ï¿½ANA SERï¿½ï¿,Karol G,2/24/2023,USUM72222553,"3,517",23,89487508,0,0,66.0,0,0,0,0,0,0,0
Krippy Kush,Krippy Kush,Farruko,8/4/2017,USSD11700349,"3,500",23,261207310,0,0,56.0,0,0,0,0,0,0,1
Do It,VULTURES 1,Kanye West,2/9/2024,QZ7XS2400007,"3,503",23,58509914,0,0,,0,0,0,0,0,0,1
Mtg Quero Te Encontrar,Mtg Quero Te Encontrar,Dj Lg Prod,2/23/2024,USLZJ2475867,"3,518",23,95980260,0,0,79.0,0,0,0,0,0,0,0
Umbrella (with 21 Savage & Young Nudy),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208786,"3,521",23,134971918,0,0,64.0,0,0,0,0,0,0,1
Cuaderno,Climaxxx,Dalex,5/10/2019,QM9WM1900130,"3,511",23,415170963,0,0,63.0,0,0,0,0,0,0,1
Leja Re,Leja Re,Dhvani Bhanushali,11/24/2018,INS181802759,"3,504",23,64612903,0,0,55.0,0,0,0,0,0,0,0
Pï¿½ï¿½i,Pï¿½ï¿½i naa - Si,Babasha,6/1/2024,ROGRA2400380,"3,522",23,881858,75,0,53.0,0,0,0,0,0,0,0
Paro - Speed Up,Paro (Speed Up),Nej,5/20/2021,FRX282231651,"3,512",23,92866817,0,0,53.0,0,0,0,0,0,0,1
"Burn, Burn, Burn","Burn, Burn, Burn",Zach Bryan,9/8/2022,USWB12205041,"3,501",23,261905370,0,0,75.0,0,0,0,0,0,0,0
Girl,Easy Money Baby,Myke Towers,1/24/2020,QM4TW2040254,"3,523",23,358885100,0,0,70.0,0,0,0,0,0,0,1
Saving Up,Saving Up,Dom Dolla,10/6/2023,USQX92305379,"3,516",23,68053989,0,0,,0,0,0,0,0,0,0
The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,8/25/2017,USAT21703429,"3,505",23,973400151,0,0,74.0,0,0,0,0,0,0,1
Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,3/19/2021,USSM12101091,"3,502",23,331506695,0,0,65.0,0,0,0,0,0,0,1
"Gali Gali (From ""Kgf Chapter 1"")","Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,12/13/2018,INS181802942,"3,515",23,74027513,0,0,59.0,0,0,0,0,0,0,0
LLYLM,LLYLM,Rosalï¿½,1/27/2023,USSM12300114,"3,513",23,163400564,0,0,60.0,0,0,0,0,0,0,0
Levels,Levels (feat. Sunny Malton),Sidhu Moose Wala,5/25/2022,INU252204222,"3,510",23,146988095,0,0,59.0,0,0,0,0,0,0,1
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Boaz van de Beatz remix]",Boaz Van De Beatz,6/5/2015,GB28K1500038,"3,506",23,24407534,0,0,29.0,0,0,0,0,0,0,0
If You're Happy and You Know It (Clap Your Hands),Circle Time Singalong,Cocomelon,6/10/2022,UKP3G2004606,"3,514",23,433037,120,0,20.0,0,0,0,0,0,0,0
La player (Bandolera),La Player (Bandolera),Zion & Lennox,2/23/2018,USWL11700273,"3,520",23,603009543,0,0,65.0,0,0,0,0,0,0,0
ART,TYLA,Tyla,3/1/2024,USSM12308662,"3,507",23,46863836,0,0,,0,0,0,0,0,0,0
Let's Love,Let's Love,Sia,9/11/2020,UKWLH2000001,"3,509",23,222571023,0,0,57.0,0,0,0,0,0,0,0
DASH,Fe3O4: BREAK,Nmixx,1/15/2024,US5TA2300179,"3,530",22,40620097,0,0,11.0,0,0,0,0,0,0,0
On My Mind,On My Mind,Diplo,12/13/2019,USZ4V1900134,"3,526",22,287897439,0,0,60.0,0,0,0,0,0,0,0
Vampiro,Vampiro,Matuï¿,3/29/2022,BXW922100034,"3,527",22,250112783,0,0,67.0,0,0,0,0,0,0,0
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,10/6/2023,USUG12306086,"3,535",22,61355849,0,0,,0,0,0,0,0,0,1
Fire - Official UEFA EURO 2024 Song,Fire (Official UEFA EURO 2024 Song),Meduza,5/10/2024,GBUM72402016,"3,542",22,10114922,0,0,74.0,0,0,0,0,0,0,0
Delincuente,Delincuente,Tokischa,8/19/2022,RDRAY2200003,"3,541",22,190095480,0,0,68.0,0,0,0,0,0,0,1
Never Lose Me (feat. SZA & Cardi B),"Fine Ho, Stay",Flo Milli,3/15/2024,USRC12400579,"3,531",22,30301728,0,0,,0,0,0,0,0,0,1
Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),Topic,6/17/2022,DECE72201091,"3,543",22,171920896,0,0,65.0,0,0,0,0,0,0,0
SORRY NOT SORRY,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",3/31/2023,USQX92301939,"3,536",22,98301770,0,0,63.0,0,0,0,0,0,0,1
Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,1/1/2014,GB28K1400007,"3,538",22,602359731,0,0,62.0,0,0,0,0,0,0,0
CYBERTRUCK,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364186,"3,540",22,99022909,0,0,,0,0,0,0,0,0,1
"Sher Khul Gaye (From ""Fighter"")","Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,12/15/2023,INS182303636,"3,528",22,22277518,0,0,,0,0,0,0,0,0,0
Fever,Future Nostalgia,Dua Lipa,3/27/2020,GBAHT2000834,"3,532",22,381166294,0,0,57.0,0,0,0,0,0,0,0
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,12/29/2021,UYB282101025,"3,539",22,454467751,0,0,67.0,0,0,2,0,0,0,0
Hands up!,Hands up!,6Arelyhuman,12/10/2022,QZTB32254226,"3,533",22,144555119,0,0,5.0,0,0,0,0,0,0,1
Buenas,Buenas,Quevedo,9/22/2023,BK4DA2318657,"3,529",22,108163942,0,0,,0,0,0,0,0,0,0
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - Single,Max,2/9/2024,USWB12400075,"3,537",22,72492332,0,0,,0,0,0,0,0,0,0
Let Her Go,All The Little Lights,Passenger,1/1/2012,GBMQN1100004,"3,534",22,2252713547,0,0,73.0,0,0,0,0,0,0,0
Put Your Records On,Put Your Records On,Ritt Momney,4/24/2020,USQX92004148,"3,561",22,600521313,0,0,65.0,0,0,0,0,0,0,0
So Am I,So Am I,Ava Max,3/7/2019,USAT21900569,"3,558",22,570045987,0,0,66.0,0,0,0,0,0,0,0
Slide,Slide,Calvin Harris,2/24/2017,GBARL1700262,"3,555",22,1044358962,0,0,69.0,0,0,0,0,0,0,1
Feel Good Inc.,Demon Days,Gorillaz,5/23/2005,GBAYE0500172,"3,548",22,1407382497,0,0,78.0,0,0,0,0,0,0,0
Me And My Broken Heart,Power Hits 2014,Rixton,1/1/2014,USUM71401800,"3,563",22,733931275,0,0,71.0,0,0,0,0,0,0,0
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Perfect Ten,Mustard,6/28/2019,USUM71911804,"3,566",22,332224927,0,0,58.0,0,0,0,0,0,0,1
Bachpan Ka Pyaar,Bachpan Ka Pyaar,Badshah,8/11/2021,INUM72100052,"3,565",22,25893883,0,0,46.0,0,0,0,0,0,0,0
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,11/11/2014,MXF011400346,"3,560",22,296711145,0,0,67.0,0,0,0,0,0,0,0
GIRL LIKE ME,Translation,Black Eyed Peas,6/18/2020,USSM12003440,"3,547",22,529404392,0,0,62.0,0,0,0,0,0,0,1
Blinding Lights - Instrumental,Blinding Lights,The Weeknd,9/11/2020,USUG12003586,"3,553",22,5191059,0,0,32.0,0,0,0,0,0,0,0
Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),Taylor Swift,9/17/2021,USUG12103658,"3,550",22,732118596,0,0,69.0,0,0,0,0,0,0,0
Here With Me,Here With Me,Marshmello,3/8/2019,USUG11900610,"3,564",22,676451716,0,0,66.0,0,0,0,0,0,0,0
Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,4/7/2016,USSM11602625,"3,562",22,478791369,0,0,63.0,0,0,0,0,0,0,0
Rock My Body,Rock My Body (with INNA & Sash!),R3Hab,4/28/2023,AEA2D2300315,"3,545",22,155454907,0,0,73.0,0,0,535,0,0,0,0
TWINNEM,TWINNEM,Coi Leray,9/20/2021,USUM72115284,"3,557",22,34116353,0,0,42.0,0,0,0,0,0,0,1
Mood,Mood,Makar,8/5/2022,QZMEN2295194,"3,551",22,86132200,0,0,55.0,0,0,0,0,0,0,1
TU$$I (with Dei V),TU$$I (with Dei V),Yovngchimi,10/20/2023,QZWA32200398,"3,549",22,94305899,0,0,72.0,0,0,0,0,0,0,1
"Duki: Bzrp Music Sessions, Vol. 50","Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,11/16/2022,UYB282201029,"3,554",22,158017957,0,0,62.0,0,0,0,0,0,0,0
Tell Me What You Want,Tell Me What You Want - Single,Oden & Fatzo,6/14/2024,GBCPZ2423268,"3,546",22,0,8,0,,0,0,0,0,0,0,0
KABUKI,KABUKI,Cuckoo Coco,3/25/2023,AUMEV2314402,"3,544",22,0,0,0,,0,0,0,0,0,0,1
The Bones,GIRL...The Bones,Maren Morris,2/22/2019,USG4X1800054,"3,556",22,461420009,0,0,63.0,0,0,0,0,0,0,0
Good News,Good News,Mac Miller,1/9/2020,USWB11801008,"3,567",22,447761883,0,0,64.0,0,0,0,0,0,0,0
Sin Seï¿½ï,Sin Seï¿½ï,Quevedo,7/22/2022,ZZOPM2235984,"3,559",22,281829019,0,0,62.0,0,0,0,0,0,0,0
Mejor Que Yo,Mejor Que Yo - Single,Anuel Aa,5/4/2023,QM6N22374183,"3,552",22,81623095,0,0,59.0,0,0,0,0,0,0,1
Wiggle (feat. Snoop Dogg),Talk Dirty,Jason Derulo,9/10/2013,USWB11400672,"3,568",22,458706557,0,0,58.0,0,0,0,0,0,0,0
Evoque Prata,Evoque Prata,Mc Menor Hr,9/9/2022,BCA2A2200128,"3,595",22,224150665,0,0,58.0,0,0,0,0,0,0,1
Last Heartbreak Song,The Year I Turned 21,Ayra Starr,5/30/2024,USUG12402960,"3,580",22,6073281,592,0,67.0,0,0,0,0,0,0,0
MIDDLE CHILD,TrapStar Turnt PopStar,Pnb Rock,5/2/2019,USAT21901942,"3,590",22,143152814,0,0,53.0,0,0,0,0,0,0,1
Pakistan,Pakistan,D-Block Europe,6/29/2023,USZXT2351612,"3,594",22,43844757,0,0,56.0,0,0,0,30,0,294,1
Beat the Odds,Beat the Odds,Lil Tjay,8/26/2022,USSM12207337,"3,575",22,115581471,0,0,60.0,0,0,0,0,0,0,1
Barely Breathing,Barely Breathing,Grant Averill,10/22/2021,TCAFW2108079,"3,582",22,1479227,616,0,22.0,0,0,0,0,0,0,0
All Around The World (La La La),All Around The World (La La La),R3Hab,4/5/2019,NLW4L1900121,"3,571",22,654965766,0,0,68.0,0,0,0,0,0,0,0
"You're On Your Own, Kid",Midnights,Taylor Swift,10/21/2022,USUG12205711,"3,585",22,587555589,0,0,72.0,0,0,0,0,0,0,0
ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý (My head is spinning like a screw),ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý,Kostromin,2/2/2021,QM4TW2159341,"3,578",22,116542329,0,0,8.0,0,0,0,0,0,0,1
Already Rich,Already Rich,Yeat,5/3/2023,USUM72306884,"3,592",22,156047755,0,0,70.0,0,0,0,0,0,0,1
Bandana,Bandana - Single,Shubh,3/29/2024,INW262400703,"3,576",22,41479958,0,0,72.0,0,0,0,0,0,0,0
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Mrs. Green Apple,4/11/2024,JPPO02401026,"3,573",22,26222603,921,0,74.0,0,0,0,0,0,0,0
Bruises,Bruises,Lewis Capaldi,3/31/2017,GBKPL1778698,"3,570",22,1135588382,0,0,73.0,0,0,0,0,0,0,0
exile (feat. Bon Iver),folklore,Taylor Swift,7/24/2020,USUG12002838,"3,572",22,757789027,0,0,72.0,0,0,0,0,0,0,0
THE GIRLS - BLACKPINK THE GAME OST,THE GIRLS (BLACKPINK THE GAME OST),Blackpink,8/25/2023,KRA402300038,"3,596",22,116539504,0,0,62.0,0,0,30,0,0,0,0
Raja Ji,Raja Ji,Pawan Singh,6/30/2023,ING642304903,"3,581",22,27244358,456,0,61.0,0,0,0,0,0,0,0
ýý ýýýýýýýýýý,ýý ýýýýýýýýýý - Single,A.V.G,7/17/2023,DGA062340713,"3,593",22,10694922,0,0,50.0,0,0,0,0,0,0,0
Love Sosa,Finally Rich (Deluxe),Chief Keef,1/1/2012,USUM71214600,"3,586",22,757522352,0,0,74.0,0,0,0,0,0,0,1
HIND'S HALL,HIND'S HALL,Macklemore,5/10/2024,ZZOPM2445925,"3,589",22,22463244,0,0,73.0,0,0,0,0,0,0,1
Skibidi,"Antipositive, Pt. 2",Little Big,10/5/2018,RUA591801291,"3,577",22,46872738,0,0,49.0,0,0,0,0,0,0,0
I'm Geekin,I'm Geekin,Ddg,4/21/2023,USSM12302214,"3,584",22,76004507,0,0,60.0,0,0,0,0,0,0,1
Hey Lil Mamï¿,Sol Marï¿½,Eladio Carrion,1/19/2024,QMFMG2346935,"3,574",22,77975794,0,0,71.0,0,0,0,0,0,0,0
Eres Mï¿½,"Fï¿½ï¿½rmula, Vol. 2 (Deluxe Edit",Romeo Santos,2/25/2014,USSD11300464,"3,583",22,562983225,0,0,73.0,0,0,0,0,0,0,0
Sunrise,One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300812,"3,579",22,104516305,0,0,67.0,0,0,0,0,0,0,0
ME! (feat. Brendon Urie of Panic! At The Disco),ME!,Taylor Swift,4/26/2019,USUG11901267,"3,588",22,859985881,0,0,,0,0,0,0,0,0,0
Para de Mentir,Para de Mentir,Oruam,11/16/2023,BCM9A2300096,"3,569",22,44091443,0,0,,0,0,0,0,0,0,0
TRYNA MAKE SURE,TRYNA MAKE SURE,Moneybagg Yo,5/3/2024,USUM72404717,"3,591",22,5588636,0,0,,0,0,0,0,0,0,1
Yo Ya No Vuelvo Contigo - En Vivo,Viva Mï¿½ï¿½xico (En V,Grupo Firme,11/25/2020,QZDQH1908793,"3,587",22,1969714,502,0,29.0,0,0,0,0,0,0,0
Bella y Sensual,Golden,Romeo Santos,7/21/2017,USSD11700316,"3,611",22,494373634,0,0,66.0,0,0,0,0,0,0,0
Bertahan Terluka,Bertahan Terluka - Single,Fabio Asher,2/2/2022,SGB502203331,"3,603",22,171663870,0,0,4.0,0,0,0,0,0,0,0
if looks could kill,if looks could kill,Destroy Lonely,3/3/2023,USUM72302654,"3,618",22,88771696,0,0,62.0,0,0,0,0,0,0,1
Save Me The Trouble,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",Dan + Shay,7/14/2023,USWB12302904,"3,616",22,28945482,0,0,52.0,0,0,0,0,0,0,0
Marisola - Remix,Marisola (Remix),Cris Mj,12/15/2022,CLA1D2200030,"3,621",22,325264193,0,0,70.0,0,0,0,0,0,0,1
Trampoline,Trampoline,Shaed,5/18/2018,QZ47A1800201,"3,615",22,229366200,0,0,55.0,0,0,0,0,0,0,0
Alone (with Nicki Minaj),Alone,Kim Petras,4/21/2023,USUG12302442,"3,622",22,79045342,0,0,55.0,0,0,0,0,0,0,1
Godï¿½ï¿½ï¿½,GO LIVE,Stray Kids,6/17/2020,US5TA2000037,"3,600",22,354643707,0,0,68.0,0,0,0,0,0,0,0
Te Vi,Los muchachos vol. 1 - EP,Piso 21,6/1/2018,MXF151800454,"3,610",22,752708868,0,0,70.0,0,0,0,0,0,0,0
I Wanna Be Yours,AM,Arctic Monkeys,1/1/2013,GBCEL1300373,"3,597",22,2185240293,0,0,86.0,0,0,0,0,0,0,0
Boyfriend,Believe,Justin Bieber,1/1/2012,USUM71202650,"3,614",22,538918222,0,0,70.0,0,0,0,0,0,0,0
PARANOIA,PARANOIA,Heartsteel,10/23/2023,QZH6S1900806,"3,601",22,77600263,0,0,,0,0,0,0,0,0,0
Story of My Life,Story of My Life,One Direction,10/28/2013,GBHMU1300210,"3,607",22,1275036167,0,0,79.0,0,0,0,0,0,0,0
Black Summer,Black Summer,Red Hot Chili Peppers,2/4/2022,USWB12105880,"3,606",22,128264127,0,0,57.0,0,0,0,0,0,0,0
Devil You Know,Devil You Know - Single,Tyler Braden,2/2/2024,USWB12400281,"3,599",22,37634335,0,0,21.0,0,0,0,0,0,0,0
run for the hills,THINK LATER,Tate Mcrae,12/8/2023,USRC12302981,"3,604",22,120880428,0,0,,0,0,0,0,0,0,1
I Know - PR1ISVX Edit,I Know (PR1ISVX Edit),Kanii,3/24/2023,USWB12301125,"3,617",22,152454686,0,0,65.0,0,0,0,0,0,0,1
Wish,Wish,Diler Kharkiya,11/20/2020,INS922000422,"3,598",22,10848948,0,0,45.0,0,0,471,0,0,0,0
Let Me Love You,Turning Point,Mario,1/1/2004,USJAY0400348,"3,608",22,971172980,0,0,70.0,0,0,0,0,0,0,0
Sofia,Sofia,Alvaro Soler,4/15/2016,DEUM71601055,"3,612",22,353525330,0,0,65.0,0,0,0,0,0,0,0
Beso (Fruta Fresca),Beso (Fruta Fresca),Wakyin,12/13/2023,USUG12310037,"3,605",22,26036782,0,0,,0,0,0,0,0,0,0
Ya Lili,Ya Lili,Balti,11/7/2017,LBA0H1700138,"3,609",22,54678867,0,0,46.0,0,0,0,0,0,0,0
Those Eyes,Those Eyes,New West,5/10/2019,TCAEE1990215,"3,613",22,785139012,0,0,73.0,0,0,0,0,0,0,0
Little Foot Big Foot (feat. Young Nudy),Atavista,Childish Gambino,5/13/2024,USRC12302587,"3,602",22,7362358,0,0,,0,0,0,0,0,0,1
Explï¿½ï¿½,Para Mi Ex,Myke Towers,12/15/2020,QMFMF2007349,"3,619",22,243931915,0,0,62.0,0,0,0,0,0,0,1
Girl On Fire,NRJ Music Awards 2013,Alicia Keys,1/1/2012,USRC11201015,"3,620",22,646295324,0,0,71.0,0,0,0,0,0,0,0
Like I Want You,LIKE I WANT YOU,Giveon,11/21/2019,USSM11914370,"3,623",22,382565051,0,0,69.0,0,0,0,0,0,0,0
"Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")","Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")",Himesh Reshammiya,2/12/2023,INZ031412468,"3,638",22,5828713,790,0,,0,0,0,0,0,0,0
Black Magic,Black Magic,Little Mix,5/21/2015,GBHMU1500046,"3,637",22,642037328,0,0,67.0,0,0,0,0,0,0,0
Budapest,Did You Hear the Rain?,George Ezra,11/3/2013,GBARL1400477,"3,646",22,1142061871,0,0,79.0,0,0,0,0,0,0,0
Shellfish cumbia,Retumbo,H2O,3/31/2023,USA2B2308081,"3,633",22,0,2,4,,0,0,0,0,0,0,0
La Gï¿½ï¿½e,La Gï¿½ï¿½erita - Si,Grupo Marca Registrada,4/26/2024,BK4DA2412746,"3,645",22,27813921,0,0,75.0,0,0,0,0,0,0,0
Mi Tesoro (feat. Nicky Jam),Motivan2,Zion & Lennox,9/30/2016,USWL11600243,"3,631",22,162240700,0,0,54.0,0,0,0,0,0,0,0
ERE,ERE,Juan Karlos,8/4/2023,PHUM72300128,"3,626",22,117290821,0,0,62.0,0,0,0,0,0,0,1
Alcohol-Free,Alcohol-Free,Twice,6/9/2021,US5TA2100022,"3,634",22,224295163,0,0,62.0,0,0,0,0,0,0,0
Bad boy,Bad boy,Marwa Loud,1/1/2018,FR7IX1800130,"3,639",22,228588822,0,0,63.0,0,0,0,0,0,0,0
Voices In My Head,Voices In My Head,Falling In Reverse,5/31/2022,USEP42231001,"3,644",22,122568479,0,0,68.0,0,0,0,0,0,0,1
LA NENA,LA NENA - Single,Lyanno,4/11/2024,QM4TW2488674,"3,643",22,29683046,0,0,80.0,0,0,0,0,0,0,1
Better Now,beerbongs & bentleys,Post Malone,4/27/2018,USUM71805184,"3,647",22,1953403531,0,0,46.0,0,0,0,0,0,0,0
